shirt,pants,shoes,style,shirt_subtype,pants_subtype,shoes_subtype,fit,temperature,occasion,outerwear,score
navy,beige,grey,formal,oxford,jeans,boots,regular,mild,date,coat,0
brown,brown,brown,old_money,henley,chinos,loafers,relaxed,cold,university,none,1
grey,black,black,old_money,polo,jeans,sandals,slim,cold,date,coat,0
white,beige,brown,streetwear,tee,chinos,boots,slim,mild,business,jacket,0
black,beige,grey,minimal,dress_shirt,chinos,sandals,relaxed,cold,university,coat,-2
navy,beige,brown,streetwear,oxford,shorts,sneakers,slim,cold,business,long_coat,0
black,white,white,formal,polo,trousers,sandals,relaxed,cold,date,coat,-2
white,navy,brown,formal,oxford,shorts,sneakers,slim,cold,university,none,-2
black,brown,beige,minimal,henley,jeans,boots,slim,hot,date,jacket,-2
white,brown,beige,old_money,polo,chinos,sandals,regular,hot,date,none,2
black,black,beige,minimal,dress_shirt,jeans,sandals,slim,mild,business,coat,1
grey,white,grey,formal,tee,jeans,sneakers,slim,mild,university,long_coat,0
grey,black,grey,old_money,tee,jeans,sandals,relaxed,hot,university,jacket,-2
brown,brown,navy,old_money,tee,shorts,sandals,oversized,cold,party,jacket,1
brown,beige,white,streetwear,dress_shirt,trousers,loafers,regular,hot,date,coat,-2
beige,white,white,old_money,henley,chinos,sandals,regular,cold,party,none,-4
black,grey,brown,old_money,henley,trousers,sneakers,slim,cold,party,coat,2
navy,white,brown,minimal,oxford,chinos,sandals,regular,cold,university,long_coat,-2
grey,white,brown,casual,henley,jeans,loafers,oversized,hot,business,long_coat,-2
beige,brown,brown,old_money,dress_shirt,jeans,loafers,oversized,cold,university,jacket,2
black,brown,navy,formal,tee,shorts,sneakers,regular,hot,business,coat,-1
black,beige,navy,minimal,polo,trousers,sandals,oversized,cold,date,jacket,-2
beige,black,black,casual,henley,trousers,loafers,oversized,hot,university,long_coat,-2
grey,black,black,old_money,tee,jeans,boots,oversized,cold,business,long_coat,2
black,brown,brown,minimal,henley,trousers,loafers,relaxed,mild,party,none,0
grey,white,navy,old_money,oxford,chinos,loafers,slim,cold,party,none,0
grey,white,beige,minimal,polo,jeans,loafers,oversized,hot,business,none,0
grey,navy,white,old_money,henley,jeans,boots,regular,mild,date,coat,0
navy,brown,brown,casual,tee,trousers,boots,relaxed,cold,business,coat,-1
navy,navy,navy,minimal,tee,jeans,sneakers,slim,mild,party,coat,1
beige,white,beige,casual,dress_shirt,chinos,sneakers,regular,mild,business,coat,0
grey,black,beige,streetwear,oxford,chinos,boots,oversized,cold,university,none,-2
white,white,grey,formal,tee,chinos,boots,oversized,hot,party,coat,0
beige,white,grey,formal,tee,jeans,loafers,regular,mild,party,jacket,1
white,beige,white,streetwear,tee,shorts,boots,oversized,mild,university,jacket,0
navy,brown,white,casual,polo,chinos,loafers,oversized,mild,date,coat,0
grey,grey,black,formal,tee,jeans,sandals,oversized,mild,business,none,1
black,navy,beige,formal,dress_shirt,trousers,loafers,regular,mild,business,jacket,0
brown,brown,beige,formal,dress_shirt,shorts,sandals,relaxed,cold,party,none,-2
grey,grey,beige,minimal,oxford,trousers,boots,oversized,mild,university,jacket,1
beige,grey,black,old_money,polo,trousers,sneakers,oversized,mild,business,long_coat,2
black,navy,black,minimal,oxford,chinos,loafers,relaxed,cold,date,jacket,0
grey,black,grey,minimal,tee,chinos,sandals,oversized,mild,date,jacket,0
white,black,brown,formal,tee,chinos,sneakers,oversized,cold,party,coat,1
white,brown,beige,minimal,henley,shorts,sneakers,relaxed,mild,business,jacket,0
beige,beige,grey,streetwear,tee,shorts,boots,slim,cold,university,jacket,1
navy,white,brown,old_money,henley,chinos,boots,oversized,cold,party,jacket,2
navy,black,white,formal,oxford,chinos,sneakers,oversized,cold,date,jacket,0
brown,brown,black,casual,polo,shorts,sneakers,oversized,cold,business,none,-1
navy,white,grey,formal,dress_shirt,jeans,boots,relaxed,cold,business,long_coat,0
grey,navy,navy,old_money,oxford,chinos,boots,relaxed,hot,business,long_coat,0
brown,white,brown,casual,tee,jeans,loafers,regular,mild,business,long_coat,-1
black,white,brown,formal,polo,shorts,sneakers,slim,cold,party,long_coat,1
brown,black,white,casual,henley,shorts,boots,oversized,cold,party,long_coat,0
beige,beige,navy,streetwear,oxford,chinos,sneakers,oversized,hot,date,none,1
brown,grey,black,casual,tee,jeans,sandals,regular,cold,date,long_coat,-2
black,brown,black,casual,dress_shirt,shorts,loafers,relaxed,cold,business,coat,0
grey,white,navy,formal,polo,chinos,sneakers,regular,cold,date,none,-1
beige,navy,grey,formal,henley,chinos,boots,relaxed,hot,university,none,0
white,white,brown,streetwear,oxford,trousers,loafers,oversized,hot,party,long_coat,-1
white,white,white,old_money,dress_shirt,chinos,sandals,relaxed,mild,business,jacket,1
black,grey,black,minimal,oxford,chinos,boots,oversized,cold,party,coat,0
white,brown,navy,minimal,henley,shorts,boots,slim,mild,university,long_coat,0
white,navy,white,minimal,polo,jeans,sandals,regular,hot,party,coat,-2
black,white,black,formal,polo,chinos,loafers,oversized,mild,date,long_coat,0
black,black,brown,old_money,dress_shirt,shorts,loafers,relaxed,hot,business,coat,1
beige,white,black,old_money,polo,jeans,boots,regular,cold,business,coat,2
grey,navy,black,streetwear,tee,chinos,boots,regular,hot,party,none,0
beige,grey,black,casual,tee,chinos,boots,regular,cold,university,jacket,0
white,navy,grey,casual,polo,trousers,sandals,oversized,mild,party,coat,0
brown,grey,brown,minimal,oxford,jeans,boots,relaxed,hot,university,none,0
brown,white,brown,minimal,polo,shorts,sandals,slim,mild,university,coat,0
navy,black,grey,old_money,oxford,jeans,sneakers,regular,hot,date,jacket,-2
grey,brown,beige,casual,oxford,jeans,boots,slim,hot,party,none,0
grey,navy,black,streetwear,dress_shirt,trousers,boots,regular,cold,party,none,-2
white,white,grey,streetwear,henley,shorts,sandals,regular,cold,business,jacket,-1
navy,white,brown,formal,henley,chinos,loafers,relaxed,mild,university,jacket,0
grey,brown,beige,minimal,tee,shorts,sandals,oversized,mild,business,long_coat,0
navy,grey,black,minimal,tee,jeans,sneakers,oversized,hot,date,coat,-2
navy,black,navy,streetwear,tee,shorts,sneakers,relaxed,hot,date,jacket,-2
grey,white,grey,old_money,oxford,trousers,sandals,oversized,cold,university,long_coat,-2
navy,brown,beige,formal,polo,chinos,sneakers,oversized,cold,business,coat,0
navy,brown,brown,minimal,oxford,chinos,sandals,relaxed,mild,business,jacket,0
beige,black,grey,old_money,polo,jeans,sneakers,slim,cold,university,none,-2
grey,grey,grey,casual,dress_shirt,shorts,sandals,slim,cold,business,long_coat,-1
white,navy,navy,formal,tee,chinos,sneakers,regular,mild,university,none,1
beige,brown,navy,streetwear,oxford,shorts,boots,relaxed,mild,date,coat,0
brown,navy,brown,streetwear,tee,jeans,boots,relaxed,mild,business,none,0
white,black,grey,casual,polo,chinos,loafers,regular,cold,business,jacket,0
black,beige,navy,old_money,henley,chinos,loafers,relaxed,cold,business,none,0
brown,brown,grey,streetwear,polo,trousers,sandals,oversized,cold,business,jacket,-1
grey,grey,navy,formal,henley,jeans,loafers,slim,hot,university,none,2
black,beige,grey,minimal,henley,trousers,sandals,relaxed,mild,party,none,0
grey,black,black,streetwear,henley,chinos,sandals,slim,cold,date,jacket,-2
grey,black,brown,formal,dress_shirt,jeans,sandals,slim,mild,university,none,0
beige,navy,navy,formal,henley,shorts,sandals,relaxed,mild,business,jacket,1
brown,black,white,streetwear,oxford,shorts,loafers,slim,mild,date,jacket,0
brown,black,navy,old_money,oxford,shorts,boots,relaxed,cold,date,coat,2
white,brown,beige,old_money,tee,chinos,boots,relaxed,hot,university,none,2
black,brown,beige,casual,polo,chinos,loafers,relaxed,cold,date,none,-2
beige,white,brown,minimal,dress_shirt,jeans,sandals,regular,mild,party,jacket,0
grey,white,grey,old_money,oxford,trousers,sandals,oversized,hot,party,jacket,-2
beige,grey,grey,streetwear,tee,trousers,boots,oversized,mild,date,jacket,0
grey,beige,beige,casual,henley,jeans,sneakers,slim,mild,party,jacket,0
navy,grey,brown,formal,polo,jeans,sandals,regular,mild,date,none,0
beige,white,white,streetwear,polo,shorts,boots,relaxed,cold,party,none,-2
brown,black,black,minimal,polo,shorts,loafers,relaxed,cold,business,jacket,0
beige,white,beige,formal,polo,trousers,boots,oversized,hot,university,coat,-2
navy,grey,brown,streetwear,polo,shorts,sneakers,regular,mild,date,coat,0
beige,beige,navy,formal,henley,chinos,sandals,oversized,cold,party,jacket,1
beige,beige,grey,formal,dress_shirt,shorts,sandals,slim,hot,date,none,1
white,brown,white,streetwear,oxford,chinos,loafers,slim,cold,business,none,-2
brown,brown,grey,old_money,dress_shirt,jeans,loafers,regular,mild,business,coat,1
white,navy,black,streetwear,oxford,trousers,sandals,oversized,cold,date,none,-4
navy,navy,navy,formal,oxford,shorts,loafers,slim,hot,business,none,2
black,navy,beige,formal,henley,trousers,sandals,relaxed,mild,date,long_coat,0
white,navy,black,streetwear,dress_shirt,jeans,boots,regular,hot,party,long_coat,-2
beige,navy,black,old_money,henley,shorts,sandals,regular,mild,business,none,2
beige,brown,navy,old_money,oxford,trousers,boots,regular,hot,party,none,2
black,navy,grey,formal,tee,shorts,sandals,regular,mild,business,none,0
navy,black,grey,old_money,henley,shorts,boots,oversized,cold,party,long_coat,0
white,grey,grey,casual,oxford,trousers,boots,oversized,mild,business,jacket,0
brown,beige,brown,casual,tee,jeans,sandals,oversized,hot,university,jacket,-2
white,grey,brown,old_money,oxford,jeans,sneakers,slim,cold,business,none,0
navy,white,navy,minimal,tee,trousers,sandals,oversized,hot,business,coat,-2
black,grey,brown,formal,oxford,jeans,boots,relaxed,mild,university,long_coat,0
white,grey,beige,streetwear,polo,chinos,boots,relaxed,hot,date,jacket,-2
navy,grey,navy,old_money,polo,chinos,boots,regular,cold,date,jacket,2
brown,beige,white,minimal,henley,chinos,boots,oversized,mild,party,coat,0
grey,black,grey,casual,tee,shorts,sandals,oversized,mild,date,none,0
white,navy,grey,streetwear,henley,trousers,boots,regular,hot,date,coat,-2
brown,black,grey,streetwear,tee,chinos,sandals,slim,hot,university,long_coat,-2
grey,brown,beige,old_money,polo,chinos,sandals,oversized,hot,party,long_coat,0
navy,beige,beige,streetwear,dress_shirt,shorts,sandals,slim,hot,business,long_coat,-2
black,white,brown,casual,oxford,chinos,boots,regular,hot,date,none,0
navy,grey,white,casual,tee,shorts,sneakers,slim,hot,party,none,0
black,beige,black,minimal,henley,jeans,sandals,slim,cold,date,coat,-2
grey,black,grey,casual,henley,jeans,loafers,oversized,hot,date,coat,-2
grey,white,black,formal,henley,trousers,sandals,relaxed,cold,business,coat,-2
grey,grey,brown,streetwear,oxford,shorts,sneakers,regular,hot,business,jacket,-1
white,navy,navy,streetwear,polo,chinos,sneakers,regular,cold,university,none,-2
grey,black,brown,streetwear,dress_shirt,chinos,sandals,relaxed,cold,business,none,-4
navy,brown,grey,formal,tee,jeans,loafers,slim,hot,date,jacket,-2
brown,grey,black,streetwear,polo,jeans,loafers,oversized,hot,party,jacket,-2
navy,white,black,formal,dress_shirt,chinos,loafers,oversized,hot,party,none,1
navy,black,navy,formal,tee,trousers,boots,regular,cold,university,none,-1
beige,beige,navy,minimal,oxford,jeans,boots,oversized,cold,business,jacket,1
navy,brown,brown,formal,polo,chinos,boots,regular,mild,business,jacket,0
navy,beige,white,streetwear,oxford,chinos,boots,slim,mild,date,coat,0
white,brown,beige,streetwear,polo,trousers,sandals,regular,cold,date,coat,-2
grey,brown,white,old_money,oxford,trousers,sandals,slim,cold,party,jacket,-2
navy,black,grey,old_money,oxford,trousers,sandals,regular,cold,business,none,-4
beige,black,beige,formal,henley,shorts,loafers,oversized,mild,business,coat,0
beige,black,navy,formal,dress_shirt,chinos,sandals,relaxed,hot,university,long_coat,-1
black,black,navy,old_money,tee,shorts,sandals,relaxed,hot,business,coat,1
beige,navy,black,casual,polo,chinos,boots,regular,mild,university,jacket,0
grey,navy,beige,old_money,polo,trousers,sandals,regular,cold,party,long_coat,0
black,white,black,formal,oxford,shorts,sneakers,oversized,cold,university,coat,0
grey,navy,black,formal,dress_shirt,jeans,boots,relaxed,mild,party,jacket,1
black,navy,black,minimal,tee,shorts,sneakers,regular,hot,date,jacket,-2
grey,beige,navy,streetwear,dress_shirt,trousers,sandals,oversized,mild,university,none,0
grey,grey,white,streetwear,polo,jeans,loafers,relaxed,cold,date,jacket,1
beige,grey,beige,casual,polo,shorts,boots,relaxed,mild,university,none,0
brown,brown,black,minimal,oxford,chinos,sandals,relaxed,hot,date,jacket,-1
brown,brown,black,streetwear,dress_shirt,jeans,boots,relaxed,hot,business,jacket,-1
grey,navy,white,casual,polo,chinos,loafers,regular,cold,party,none,-2
grey,beige,brown,streetwear,oxford,shorts,loafers,relaxed,cold,university,coat,0
beige,grey,brown,casual,oxford,jeans,loafers,slim,cold,university,long_coat,0
brown,black,white,formal,henley,shorts,boots,regular,cold,party,long_coat,1
navy,brown,beige,formal,oxford,trousers,loafers,oversized,cold,business,long_coat,0
grey,navy,brown,casual,oxford,chinos,boots,regular,cold,party,none,-2
brown,grey,beige,old_money,dress_shirt,shorts,boots,regular,cold,business,none,0
brown,white,white,old_money,tee,trousers,sandals,oversized,cold,business,coat,-2
black,brown,navy,casual,dress_shirt,chinos,sandals,regular,hot,party,long_coat,-2
white,grey,navy,minimal,polo,shorts,boots,oversized,hot,party,jacket,-2
navy,black,black,formal,dress_shirt,chinos,sneakers,relaxed,mild,university,coat,0
white,navy,white,casual,tee,jeans,sneakers,relaxed,cold,party,long_coat,0
black,navy,black,formal,polo,shorts,sneakers,oversized,cold,business,coat,0
white,white,white,minimal,dress_shirt,jeans,sneakers,relaxed,hot,business,coat,-1
black,navy,beige,old_money,henley,chinos,boots,regular,mild,university,coat,2
white,black,beige,streetwear,tee,chinos,sandals,relaxed,hot,party,jacket,-2
beige,navy,navy,casual,dress_shirt,jeans,sneakers,regular,mild,university,none,0
black,black,brown,old_money,polo,chinos,sneakers,regular,hot,party,coat,1
navy,beige,grey,formal,oxford,chinos,sneakers,relaxed,hot,university,none,0
white,white,navy,streetwear,oxford,shorts,sandals,regular,cold,business,long_coat,-1
black,beige,beige,formal,henley,jeans,sandals,relaxed,hot,business,long_coat,-2
navy,beige,grey,formal,henley,shorts,loafers,slim,mild,date,long_coat,0
brown,grey,brown,formal,henley,trousers,sandals,oversized,mild,business,jacket,0
brown,navy,grey,formal,tee,trousers,sandals,relaxed,cold,university,coat,-2
black,navy,white,old_money,henley,shorts,sandals,regular,hot,university,jacket,-2
grey,white,grey,casual,oxford,jeans,loafers,slim,hot,business,jacket,-2
grey,black,grey,casual,dress_shirt,shorts,sandals,regular,hot,date,none,0
black,white,beige,formal,tee,jeans,boots,relaxed,cold,date,none,-2
black,navy,white,casual,dress_shirt,chinos,sandals,regular,hot,business,long_coat,-2
white,white,beige,formal,polo,jeans,sneakers,slim,cold,party,coat,2
black,brown,beige,casual,henley,shorts,boots,regular,cold,business,jacket,0
white,grey,white,casual,henley,chinos,sneakers,regular,cold,date,jacket,0
white,brown,white,old_money,polo,chinos,loafers,regular,mild,business,coat,0
black,grey,brown,old_money,polo,chinos,boots,oversized,mild,party,coat,2
black,brown,navy,casual,henley,trousers,sandals,slim,mild,business,jacket,0
black,grey,white,streetwear,dress_shirt,jeans,sandals,slim,mild,university,jacket,0
black,brown,black,minimal,oxford,chinos,boots,slim,hot,date,long_coat,-2
beige,black,white,streetwear,dress_shirt,trousers,boots,slim,cold,business,long_coat,0
brown,black,beige,streetwear,tee,chinos,loafers,slim,hot,party,none,0
navy,navy,brown,old_money,oxford,chinos,loafers,oversized,mild,party,none,3
black,black,black,formal,polo,jeans,sandals,oversized,mild,business,long_coat,1
brown,grey,beige,streetwear,oxford,chinos,boots,oversized,hot,party,coat,-2
navy,white,white,casual,dress_shirt,chinos,boots,slim,cold,party,long_coat,0
white,white,navy,minimal,dress_shirt,jeans,sneakers,regular,hot,university,none,1
navy,white,navy,old_money,polo,jeans,loafers,relaxed,hot,business,none,2
white,beige,grey,streetwear,polo,shorts,boots,regular,hot,university,jacket,-2
grey,brown,beige,old_money,dress_shirt,shorts,sneakers,relaxed,hot,date,jacket,0
navy,navy,black,minimal,polo,trousers,loafers,slim,cold,university,jacket,1
brown,grey,beige,streetwear,dress_shirt,chinos,sandals,regular,mild,business,long_coat,0
grey,black,navy,formal,oxford,jeans,boots,oversized,hot,date,coat,-1
black,beige,navy,minimal,polo,shorts,boots,relaxed,cold,business,jacket,0
beige,brown,grey,casual,henley,shorts,boots,oversized,mild,date,coat,0
beige,black,brown,formal,polo,shorts,loafers,slim,hot,university,long_coat,-2
grey,beige,grey,minimal,dress_shirt,chinos,sandals,regular,mild,date,none,0
beige,brown,navy,old_money,polo,shorts,boots,relaxed,hot,party,none,2
black,beige,brown,formal,henley,trousers,loafers,oversized,cold,date,none,-2
navy,white,black,casual,oxford,shorts,loafers,regular,hot,business,jacket,-2
white,navy,brown,streetwear,polo,shorts,sandals,slim,hot,business,jacket,-2
navy,navy,navy,formal,oxford,shorts,loafers,relaxed,hot,business,jacket,0
beige,beige,white,minimal,polo,chinos,loafers,slim,mild,date,long_coat,1
grey,black,grey,minimal,henley,trousers,sneakers,relaxed,hot,party,long_coat,-2
beige,brown,beige,streetwear,oxford,chinos,loafers,relaxed,mild,party,long_coat,0
brown,grey,grey,minimal,tee,shorts,sandals,relaxed,cold,date,long_coat,-2
navy,navy,white,streetwear,dress_shirt,jeans,loafers,oversized,mild,party,coat,1
white,brown,brown,minimal,dress_shirt,shorts,sandals,oversized,cold,business,jacket,-2
white,navy,black,formal,polo,trousers,loafers,slim,cold,business,jacket,0
navy,white,navy,old_money,oxford,chinos,boots,regular,cold,party,jacket,2
brown,brown,white,minimal,oxford,trousers,sneakers,relaxed,cold,date,jacket,1
white,beige,black,streetwear,polo,chinos,loafers,slim,cold,university,long_coat,0
grey,navy,grey,minimal,tee,jeans,boots,oversized,cold,party,long_coat,0
grey,black,grey,streetwear,polo,jeans,boots,oversized,cold,party,jacket,0
white,grey,beige,formal,dress_shirt,jeans,boots,oversized,cold,date,none,-2
navy,grey,white,old_money,tee,trousers,sneakers,relaxed,cold,university,long_coat,0
black,white,grey,minimal,polo,shorts,sandals,oversized,cold,party,coat,-2
brown,beige,white,casual,tee,chinos,sneakers,slim,hot,date,jacket,-2
brown,beige,navy,casual,oxford,shorts,sneakers,oversized,mild,university,long_coat,0
white,white,white,casual,oxford,jeans,boots,slim,hot,party,jacket,-1
navy,black,black,casual,tee,jeans,sandals,relaxed,cold,university,long_coat,-2
white,grey,black,casual,tee,chinos,sandals,oversized,mild,university,coat,0
beige,white,navy,formal,tee,shorts,loafers,oversized,mild,party,coat,2
black,grey,beige,streetwear,polo,trousers,sneakers,relaxed,mild,date,long_coat,0
navy,white,brown,formal,oxford,trousers,sneakers,slim,mild,party,none,1
grey,brown,black,formal,tee,chinos,sneakers,slim,mild,university,jacket,0
navy,grey,brown,casual,henley,shorts,loafers,oversized,mild,party,none,0
navy,black,grey,old_money,tee,jeans,sandals,regular,mild,university,long_coat,0
navy,white,beige,casual,henley,trousers,sneakers,relaxed,mild,university,long_coat,0
beige,grey,white,minimal,tee,jeans,boots,slim,cold,business,coat,0
white,navy,grey,old_money,henley,trousers,loafers,oversized,hot,university,coat,-2
grey,beige,white,formal,oxford,jeans,boots,oversized,cold,business,none,-2
black,navy,beige,casual,dress_shirt,trousers,sneakers,slim,mild,date,long_coat,0
black,black,white,old_money,polo,trousers,sneakers,relaxed,mild,business,jacket,1
navy,navy,grey,streetwear,polo,trousers,sneakers,relaxed,hot,date,none,1
navy,beige,beige,minimal,oxford,shorts,sandals,slim,hot,business,coat,-2
white,white,black,streetwear,polo,shorts,boots,oversized,mild,party,coat,1
beige,beige,grey,streetwear,tee,trousers,boots,oversized,hot,date,jacket,-1
brown,grey,white,minimal,dress_shirt,shorts,boots,oversized,hot,date,jacket,-2
brown,beige,white,casual,oxford,jeans,loafers,slim,cold,business,long_coat,0
grey,beige,black,old_money,tee,trousers,boots,oversized,cold,date,long_coat,2
grey,navy,white,streetwear,dress_shirt,shorts,sneakers,relaxed,hot,date,jacket,-2
brown,white,grey,casual,tee,trousers,loafers,slim,hot,business,none,-1
navy,black,black,streetwear,henley,jeans,boots,relaxed,mild,business,coat,0
brown,beige,beige,streetwear,tee,chinos,boots,slim,cold,business,coat,0
white,brown,beige,streetwear,tee,chinos,sandals,relaxed,mild,university,none,0
beige,brown,grey,streetwear,oxford,trousers,loafers,oversized,cold,party,none,-2
black,grey,navy,streetwear,henley,shorts,sandals,oversized,hot,university,jacket,-2
navy,black,beige,formal,dress_shirt,trousers,loafers,oversized,mild,date,jacket,0
navy,brown,black,old_money,tee,chinos,sandals,oversized,mild,university,coat,2
beige,beige,brown,streetwear,tee,chinos,sneakers,slim,cold,date,none,-1
black,navy,black,old_money,polo,chinos,sandals,relaxed,cold,business,none,-2
white,navy,black,formal,tee,chinos,boots,oversized,hot,business,none,0
white,navy,beige,formal,tee,trousers,sandals,slim,mild,university,long_coat,0
grey,beige,navy,minimal,tee,trousers,sandals,regular,cold,university,none,-4
white,black,navy,minimal,oxford,jeans,sandals,oversized,mild,date,none,0
brown,white,beige,minimal,henley,trousers,boots,oversized,hot,party,jacket,-2
grey,grey,beige,streetwear,polo,shorts,boots,relaxed,mild,party,jacket,1
beige,brown,grey,minimal,oxford,trousers,loafers,oversized,cold,business,none,-2
white,brown,black,formal,dress_shirt,chinos,sneakers,oversized,cold,university,jacket,0
beige,brown,white,casual,tee,chinos,loafers,slim,mild,university,long_coat,0
navy,navy,brown,streetwear,polo,jeans,loafers,oversized,cold,business,jacket,1
beige,grey,white,formal,polo,jeans,sneakers,slim,mild,university,jacket,0
navy,black,beige,casual,polo,shorts,sneakers,relaxed,mild,university,long_coat,0
navy,navy,beige,formal,polo,jeans,sandals,oversized,cold,date,jacket,-1
grey,beige,brown,minimal,tee,chinos,sandals,regular,cold,party,long_coat,-2
white,navy,brown,old_money,dress_shirt,chinos,sneakers,oversized,hot,business,jacket,0
beige,beige,black,minimal,henley,chinos,loafers,relaxed,hot,date,none,1
navy,beige,brown,formal,henley,chinos,sneakers,slim,hot,party,coat,-1
brown,black,grey,minimal,oxford,chinos,sneakers,slim,cold,business,coat,0
brown,navy,black,streetwear,oxford,chinos,loafers,regular,cold,date,long_coat,0
navy,grey,brown,minimal,tee,trousers,loafers,slim,hot,business,long_coat,-2
beige,white,white,formal,oxford,shorts,boots,oversized,hot,university,coat,-2
white,white,white,streetwear,oxford,shorts,boots,regular,mild,party,long_coat,1
beige,white,white,casual,tee,jeans,sandals,regular,hot,business,long_coat,-3
black,brown,navy,minimal,oxford,shorts,loafers,regular,cold,university,jacket,0
black,beige,white,casual,oxford,jeans,boots,slim,hot,university,coat,-2
navy,beige,white,minimal,henley,jeans,loafers,slim,hot,university,none,0
beige,grey,black,casual,oxford,jeans,loafers,slim,hot,university,none,0
white,navy,beige,minimal,dress_shirt,shorts,boots,oversized,hot,party,coat,-2
black,black,black,casual,tee,jeans,sneakers,regular,mild,date,none,1
navy,brown,grey,formal,tee,trousers,sneakers,oversized,cold,business,none,-2
grey,grey,black,formal,tee,chinos,sandals,slim,hot,business,coat,-1
grey,navy,grey,minimal,henley,jeans,loafers,relaxed,mild,business,coat,0
black,grey,white,old_money,dress_shirt,trousers,sneakers,oversized,hot,business,coat,-2
navy,brown,beige,formal,polo,shorts,boots,regular,hot,university,jacket,-2
navy,white,navy,minimal,dress_shirt,shorts,sneakers,regular,hot,university,coat,-2
beige,navy,white,old_money,henley,chinos,loafers,oversized,hot,date,jacket,-2
brown,grey,beige,casual,henley,chinos,loafers,slim,cold,business,long_coat,0
white,navy,grey,formal,henley,jeans,boots,oversized,hot,business,jacket,-2
black,black,navy,formal,henley,chinos,sandals,relaxed,mild,date,coat,2
beige,black,brown,old_money,polo,jeans,sneakers,relaxed,hot,university,coat,0
brown,navy,white,old_money,henley,chinos,loafers,slim,cold,university,long_coat,0
black,black,navy,minimal,dress_shirt,chinos,loafers,slim,hot,party,jacket,-1
white,navy,black,minimal,henley,jeans,loafers,oversized,hot,university,jacket,-2
grey,white,white,streetwear,polo,shorts,loafers,relaxed,mild,university,long_coat,0
brown,white,brown,streetwear,henley,shorts,sandals,regular,hot,university,jacket,-2
beige,navy,brown,streetwear,dress_shirt,trousers,sneakers,regular,cold,date,coat,0
brown,white,beige,streetwear,oxford,chinos,loafers,slim,hot,party,long_coat,-2
beige,brown,white,casual,henley,shorts,sneakers,slim,hot,business,none,0
brown,beige,white,formal,tee,chinos,loafers,slim,cold,date,jacket,0
grey,beige,grey,old_money,tee,chinos,sneakers,relaxed,hot,date,coat,-2
grey,white,black,casual,oxford,shorts,sneakers,relaxed,hot,university,none,0
black,white,brown,minimal,polo,shorts,boots,relaxed,hot,business,coat,-2
black,navy,beige,streetwear,oxford,chinos,boots,relaxed,cold,party,jacket,0
grey,navy,brown,formal,henley,jeans,loafers,regular,mild,university,coat,0
white,black,black,casual,henley,chinos,boots,oversized,cold,date,none,-2
navy,grey,beige,casual,dress_shirt,chinos,sneakers,regular,mild,business,jacket,0
white,beige,navy,formal,tee,trousers,sandals,regular,hot,university,long_coat,-1
beige,white,brown,old_money,henley,shorts,sneakers,relaxed,mild,business,long_coat,2
beige,beige,black,minimal,polo,chinos,loafers,regular,cold,university,long_coat,1
black,brown,brown,streetwear,tee,jeans,sneakers,regular,cold,university,jacket,0
black,navy,brown,minimal,tee,jeans,boots,oversized,mild,party,none,0
black,white,brown,casual,henley,trousers,boots,oversized,mild,university,long_coat,0
beige,brown,navy,streetwear,polo,chinos,loafers,regular,hot,party,coat,-2
navy,brown,navy,minimal,henley,trousers,sandals,relaxed,cold,party,long_coat,-2
grey,navy,grey,streetwear,oxford,jeans,sandals,slim,hot,university,jacket,-2
navy,brown,beige,old_money,henley,chinos,boots,relaxed,cold,party,none,0
beige,brown,beige,formal,polo,shorts,sneakers,slim,cold,date,none,-2
black,brown,white,old_money,tee,trousers,boots,regular,mild,business,none,0
brown,beige,black,streetwear,polo,chinos,loafers,regular,hot,date,none,0
beige,grey,brown,casual,henley,trousers,boots,relaxed,hot,party,jacket,-2
navy,brown,white,streetwear,dress_shirt,trousers,loafers,slim,cold,business,jacket,0
brown,navy,navy,old_money,dress_shirt,jeans,sandals,regular,mild,university,jacket,2
black,black,navy,casual,oxford,chinos,boots,oversized,hot,university,long_coat,-1
brown,grey,white,casual,henley,jeans,boots,slim,cold,party,coat,0
brown,beige,brown,formal,oxford,chinos,boots,regular,mild,party,coat,1
white,brown,beige,casual,oxford,shorts,sneakers,slim,hot,business,coat,-2
beige,brown,navy,streetwear,henley,chinos,sandals,oversized,cold,university,long_coat,-2
white,navy,beige,minimal,dress_shirt,jeans,sneakers,relaxed,cold,university,jacket,0
grey,black,navy,minimal,tee,shorts,sneakers,oversized,hot,business,long_coat,-2
white,black,brown,streetwear,polo,chinos,sneakers,oversized,mild,date,coat,0
grey,beige,grey,streetwear,oxford,shorts,sandals,relaxed,mild,university,jacket,0
grey,navy,navy,old_money,henley,jeans,sneakers,relaxed,cold,party,none,0
beige,beige,white,formal,polo,shorts,boots,regular,mild,university,jacket,1
beige,grey,white,formal,oxford,jeans,sneakers,oversized,hot,business,jacket,-2
brown,navy,black,formal,henley,trousers,loafers,oversized,mild,university,jacket,0
navy,brown,navy,minimal,oxford,trousers,sandals,relaxed,mild,business,coat,0
brown,brown,black,formal,dress_shirt,chinos,sneakers,relaxed,mild,business,none,1
grey,brown,white,old_money,henley,shorts,boots,relaxed,mild,business,none,0
beige,beige,white,formal,polo,trousers,loafers,regular,mild,party,long_coat,2
black,brown,black,minimal,dress_shirt,shorts,boots,regular,hot,party,jacket,-2
